0.871488,0.769899,0.735060,0.101486,0.060028,0.062260,0.780150,0.715874,0.679026,0.962826,0.823924,0.791093
0.860296,0.729961,0.687991,0.007387,0.000361,0.009626,0.853647,0.729636,0.679328,0.866944,0.730286,0.696655
0.772807,0.685540,0.661300,0.012902,0.006837,0.002083,0.761195,0.679387,0.659425,0.784418,0.691692,0.663175
0.503470,0.460327,0.447130,0.026368,0.005343,0.007990,0.479739,0.455518,0.439939,0.527202,0.465136,0.454321
0.484692,0.438663,0.430489,0.002301,0.011454,0.006822,0.482621,0.428354,0.424349,0.486763,0.448972,0.436629
0.456716,0.420130,0.414805,0.000820,0.015519,0.007729,0.455978,0.406163,0.407849,0.457454,0.434097,0.421762
0.215658,0.217040,0.217647,0.018860,0.005294,0.007718,0.198684,0.212275,0.210700,0.232632,0.221804,0.224593
0.581811,0.505916,0.505550,0.036701,0.038508,0.029489,0.548780,0.471259,0.479009,0.614842,0.540573,0.532090
0.938764,0.821987,0.808698,0.042970,0.053796,0.037658,0.900091,0.773571,0.774806,0.977437,0.870403,0.842590
0.719196,0.649088,0.634631,0.022571,0.003712,0.008155,0.698882,0.645747,0.627292,0.739511,0.652429,0.641970
1.002863,0.877843,0.842833,0.019372,0.032833,0.023536,0.985428,0.848294,0.821650,1.020297,0.907392,0.864015
0.937675,0.835557,0.804159,0.008392,0.016231,0.002174,0.930122,0.820949,0.802202,0.945228,0.850165,0.806115
1.809473,1.604741,1.512880,0.086831,0.095551,0.070400,1.731325,1.518745,1.449520,1.887621,1.690736,1.576240
0.988898,0.876309,0.843528,0.101739,0.054701,0.059333,0.897333,0.827078,0.790128,1.080464,0.925539,0.896927
0.862682,0.729786,0.681203,0.013816,0.007004,0.006538,0.850247,0.723483,0.675319,0.875116,0.736090,0.687087
0.562992,0.505064,0.485041,0.032263,0.011632,0.010964,0.533956,0.494595,0.475173,0.592029,0.515533,0.494909
0.284823,0.272921,0.266778,0.024452,0.007949,0.007735,0.262816,0.265767,0.259817,0.306830,0.280075,0.273739
0.155840,0.158038,0.160488,0.006156,0.001097,0.000044,0.150300,0.157051,0.160448,0.161381,0.159025,0.160527
0.892545,0.759029,0.750746,0.078595,0.073697,0.057996,0.821810,0.692702,0.698549,0.963281,0.825357,0.802943
0.846405,0.743359,0.730118,0.002612,0.017485,0.004226,0.844055,0.727622,0.726314,0.848756,0.759095,0.733922
0.537153,0.488141,0.470197,0.034537,0.011729,0.013112,0.506070,0.477585,0.458396,0.568236,0.498697,0.481998
1.189339,1.032718,0.994699,0.063029,0.067833,0.050959,1.132612,0.971668,0.948835,1.246065,1.093768,1.040562
0.783687,0.703757,0.689938,0.034864,0.004099,0.015656,0.752309,0.700068,0.675848,0.815064,0.707446,0.704029
0.424351,0.383555,0.368916,0.035899,0.017596,0.012957,0.392042,0.367719,0.357255,0.456660,0.399392,0.380577
1.015625,0.877127,0.851095,0.056852,0.059194,0.046036,0.964459,0.823853,0.809662,1.066792,0.930401,0.892527
1.220380,1.078534,1.041950,0.035812,0.054802,0.032047,1.188149,1.029212,1.013108,1.252610,1.127857,1.070792
0.771768,0.690314,0.663954,0.052927,0.021577,0.029165,0.724133,0.670894,0.637706,0.819402,0.709733,0.690202
0.897569,0.780385,0.748522,0.000266,0.013389,0.010157,0.897330,0.768335,0.739381,0.897808,0.792435,0.757663
0.661205,0.596030,0.577600,0.022837,0.000261,0.006046,0.640652,0.595795,0.572159,0.681758,0.596265,0.583042
0.700529,0.621869,0.606080,0.000179,0.015591,0.009424,0.700368,0.607838,0.597599,0.700690,0.635901,0.614562
