-0.182110502,-0.038291308,0.474000475,-0.471198296,-0.525621339,0.002117999,0.719590842,0.590308853,-0.036943872,0.532250493,0.452785054,-0.048111971,-0.978048718,-1.298704551,0.633403295,0.657512642,0.37015926,-0.132634878,-0.384293028,0.966418569,1.143404218,1.158184979
1.120377138,0.969858127,1.101327466,0.647270428,0.524078694,0.93363565,1.279062505,1.724185518,1.248065668,1.093309425,1.207860783,0.950722184,-0.024551955,-0.253056349,1.263052542,1.363366898,1.115451653,0.621526173,0.488066376,1.646016909,1.781084712,1.804460296
0.304751652,0.199095188,0.333210841,-0.016193398,-0.171119191,0.026244688,0.437475559,0.244088721,-0.005128668,-0.178854421,-0.15778062,-0.483416819,-1.213911947,-1.408729128,-0.105984602,-0.079774528,-0.295443202,-0.669215496,-0.769568779,0.157166401,0.297902557,0.320092979
-0.63010089,-0.768498182,-0.471175235,-0.891106067,-1.073101022,-0.873664914,-0.237489595,-0.636527843,-0.921385266,-0.934588687,-0.957865218,-1.306592141,-1.863595486,-2.097352497,-0.921427939,-0.940923697,-1.084716201,-1.347535741,-1.492764843,-0.785905184,-0.665641474,-0.653913253
-0.73060531,-0.83647951,-0.462707845,-0.981227592,-1.157990121,-0.878048337,-0.161897517,-0.543233178,-0.926813631,-0.732269985,-0.865997022,-1.235867045,-1.773836855,-2.051342814,-0.8296617,-0.896352414,-1.016881998,-1.224172333,-1.33510072,-0.824055767,-0.737131589,-0.727519323
-0.656192969,-0.696989077,-0.255944744,-0.912647686,-1.035199209,-0.651167596,0.016737572,-0.050601479,-0.517410756,-0.189855958,-0.331002926,-0.629093149,-1.186543083,-1.54028459,-0.329272576,-0.416343673,-0.517569772,-0.677823987,-0.80809007,-0.53765221,-0.525061098,-0.524957985
-0.222712364,-0.21008589,0.166038674,-0.465408305,-0.51311268,-0.096353337,0.366433981,0.402063565,0.041100328,0.219464672,0.083579028,0.002809408,-0.426820731,-0.733271618,0.092934494,0.068202403,0.076743041,-0.023467333,-0.145555375,0.071236745,0.064975998,0.072436913
0.022607327,0.202400377,0.72602306,-0.285696276,-0.24544186,0.365294526,0.865691817,0.568332364,0.208679434,0.36397543,0.150750478,0.066167344,-0.344963616,-0.570330291,0.202550945,0.163331636,0.153212129,0.030167239,-0.033418098,0.303260925,0.333454933,0.355472353
0.143096396,0.430601041,1.029585425,-0.175897747,-0.087973911,0.629691217,1.147351587,0.517612739,0.275752319,0.26655995,0.100624083,0.19889468,-0.118337933,-0.363157896,0.175925575,0.24497259,0.407570702,0.343231434,0.253084282,0.658974844,0.67841254,0.731150609
-0.073530304,0.023271923,0.534501446,-0.417241997,-0.41326008,0.152261869,0.685910423,0.446047229,0.066605652,0.152222852,-0.063069915,-0.164700751,-0.508720948,-0.686954402,-0.012700283,-0.050170622,-0.060244092,-0.170565537,-0.218020909,0.169728099,0.224106825,0.251965828
