1.239223,1.192831,0.936953,0.069742,0.051765,0.044052,1.176455,1.146242,0.897306,1.301991,1.239419,0.976600
0.998345,0.942878,0.840960,0.106665,0.099157,0.057440,0.902346,0.853637,0.789264,1.094343,1.032120,0.892656
0.755635,0.713739,0.717451,0.081418,0.077033,0.058192,0.682359,0.644409,0.665079,0.828911,0.783069,0.769823
0.491049,0.455249,0.474080,0.067202,0.060761,0.049954,0.430568,0.400564,0.429121,0.551531,0.509934,0.519039
0.436210,0.387298,0.397676,0.037194,0.025670,0.020562,0.402736,0.364195,0.379171,0.469684,0.410401,0.416182
0.280780,0.243553,0.247837,0.021613,0.010438,0.012869,0.261327,0.234158,0.236255,0.300232,0.252947,0.259419
-0.114176,-0.141960,-0.097706,0.042831,0.026919,0.035526,-0.152724,-0.166187,-0.129680,-0.075628,-0.117732,-0.065732
0.352157,0.293110,0.255803,0.023639,0.044245,0.033391,0.330882,0.253290,0.225752,0.373432,0.332930,0.285855
0.532599,0.497391,0.440888,0.019829,0.034862,0.027163,0.514753,0.466015,0.416441,0.550445,0.528767,0.465335
0.518675,0.489409,0.479156,0.003833,0.007643,0.004702,0.515225,0.482530,0.474924,0.522126,0.496287,0.483388
0.912793,0.848984,0.833282,0.003642,0.007973,0.015955,0.909515,0.841808,0.818923,0.916071,0.856160,0.847641
0.878648,0.827759,0.832150,0.031772,0.025251,0.015726,0.850053,0.805033,0.817997,0.907243,0.850485,0.846303
2.056288,1.793300,1.890919,0.092052,0.079327,0.053281,1.973442,1.721906,1.842966,2.139135,1.864694,1.938873
1.520189,1.427210,1.377682,0.082887,0.057086,0.033131,1.445591,1.375833,1.347864,1.594788,1.478588,1.407500
1.328018,1.236781,1.120481,0.101565,0.098215,0.053261,1.236609,1.148388,1.072546,1.419427,1.325174,1.168415
0.945825,0.913099,0.890498,0.095001,0.090131,0.057741,0.860324,0.831982,0.838531,1.031325,0.994217,0.942465
0.571596,0.550898,0.566986,0.087389,0.083303,0.061002,0.492946,0.475925,0.512084,0.650246,0.625871,0.621887
0.472427,0.428913,0.443075,0.055133,0.047701,0.035462,0.422807,0.385982,0.411159,0.522047,0.471845,0.474991
0.817956,0.756362,0.733158,0.005462,0.007619,0.012643,0.813040,0.749505,0.721779,0.822872,0.763219,0.744536
0.807382,0.778915,0.768555,0.002070,0.008077,0.007003,0.805519,0.771646,0.762253,0.809245,0.786185,0.774858
0.488517,0.492553,0.521873,0.039990,0.039111,0.033504,0.452526,0.457353,0.491720,0.524508,0.527752,0.552027
0.720081,0.715188,0.722524,0.004892,0.002200,0.002917,0.715679,0.713208,0.719899,0.724484,0.717168,0.725150
0.582215,0.611132,0.605410,0.004988,0.002046,0.003682,0.577726,0.609291,0.602097,0.586704,0.612973,0.608723
0.180269,0.211579,0.231569,0.035229,0.036996,0.039695,0.148563,0.178283,0.195843,0.211975,0.244875,0.267294
1.004603,0.991886,0.929712,0.053018,0.053013,0.052193,0.956887,0.944174,0.882738,1.052319,1.039598,0.976686
0.953698,0.965298,0.954425,0.004998,0.000851,0.016409,0.949199,0.964532,0.939657,0.958196,0.966064,0.969193
0.479332,0.495893,0.531177,0.046618,0.052097,0.037818,0.437376,0.449006,0.497141,0.521289,0.542780,0.565214
0.667695,0.656490,0.659347,0.003768,0.009658,0.004115,0.664304,0.647797,0.655643,0.671087,0.665182,0.663051
0.493587,0.497920,0.491858,0.002221,0.002388,0.004435,0.491588,0.495771,0.487867,0.495586,0.500069,0.495849
0.639809,0.630208,0.615058,0.007964,0.010189,0.008021,0.632642,0.621037,0.607839,0.646976,0.639378,0.622277
0.811636,0.799235,0.779351,0.012186,0.011500,0.013753,0.800668,0.788885,0.766972,0.822604,0.809585,0.791729
