0.970911,0.892407,0.715328,0.011811,0.035655,0.014515,0.960281,0.860318,0.702264,0.981541,0.924497,0.728391
0.826035,0.850509,0.588352,0.007912,0.008406,0.018347,0.818914,0.842944,0.571840,0.833156,0.858074,0.604865
0.660716,0.647322,0.580168,0.011491,0.008133,0.014013,0.650374,0.640002,0.567556,0.671058,0.654642,0.592780
0.413247,0.392807,0.361500,0.002155,0.007980,0.007927,0.411307,0.385625,0.354365,0.415187,0.399990,0.368634
0.386513,0.371900,0.344182,0.000206,0.002215,0.005330,0.386327,0.369907,0.339385,0.386699,0.373893,0.348979
0.243605,0.247150,0.226229,0.010869,0.001942,0.000807,0.233823,0.245402,0.225503,0.253387,0.248897,0.226955
-0.118749,-0.118315,-0.124505,0.009582,0.021100,0.014067,-0.127373,-0.137305,-0.137165,-0.110126,-0.099324,-0.111845
0.221552,0.200708,0.187961,0.013529,0.023758,0.014286,0.209376,0.179326,0.175104,0.233728,0.222091,0.200819
0.413274,0.394642,0.394711,0.021809,0.028798,0.017830,0.393646,0.368724,0.378664,0.432903,0.420561,0.410759
0.429960,0.452085,0.456876,0.018133,0.015813,0.013176,0.413640,0.437853,0.445018,0.446279,0.466316,0.468734
0.839354,0.823221,0.828527,0.027699,0.033168,0.026839,0.814425,0.793370,0.804372,0.864282,0.853072,0.852682
0.874260,0.848652,0.865078,0.009349,0.004199,0.003879,0.865846,0.844873,0.861587,0.882673,0.852431,0.868569
2.082050,1.806707,1.878653,0.028741,0.016991,0.021436,2.056184,1.791415,1.859361,2.107917,1.821999,1.897945
1.569183,1.479935,1.372716,0.038392,0.049360,0.050416,1.534629,1.435510,1.327341,1.603736,1.524359,1.418090
1.295900,1.294510,1.068676,0.001305,0.033564,0.028485,1.294726,1.264303,1.043040,1.297075,1.324718,1.094312
0.836171,0.814750,0.718319,0.025499,0.019315,0.025932,0.813222,0.797366,0.694980,0.859120,0.832134,0.741658
0.435494,0.414422,0.363865,0.002939,0.012149,0.016620,0.432849,0.403488,0.348908,0.438139,0.425356,0.378823
0.406896,0.381629,0.342648,0.003909,0.003463,0.005526,0.403378,0.378512,0.337674,0.410414,0.384745,0.347622
0.812738,0.796548,0.782636,0.017893,0.028133,0.025965,0.796635,0.771228,0.759268,0.828842,0.821868,0.806004
0.821354,0.808883,0.803235,0.002521,0.002414,0.004372,0.819086,0.806710,0.799301,0.823623,0.811056,0.807170
0.485006,0.435204,0.416263,0.007376,0.024860,0.013380,0.478368,0.412830,0.404221,0.491644,0.457578,0.428305
0.754725,0.738567,0.704922,0.007530,0.011003,0.026408,0.747948,0.728664,0.681155,0.761502,0.748469,0.728689
0.626783,0.616812,0.614384,0.012516,0.001511,0.012955,0.615518,0.615452,0.602725,0.638048,0.618172,0.626043
0.194411,0.146009,0.139069,0.010781,0.033979,0.012124,0.184709,0.115428,0.128157,0.204114,0.176590,0.149981
0.956299,0.850142,0.833464,0.024008,0.032216,0.043000,0.934691,0.821147,0.794764,0.977906,0.879137,0.872164
0.934830,0.883216,0.905993,0.010446,0.004612,0.004621,0.925429,0.879065,0.901834,0.944231,0.887367,0.910152
0.443334,0.359537,0.363193,0.003905,0.030187,0.022332,0.439820,0.332369,0.343094,0.446848,0.386705,0.383292
0.663850,0.632437,0.581989,0.003854,0.025148,0.033386,0.660381,0.609804,0.551942,0.667318,0.655070,0.612036
0.476543,0.469257,0.460625,0.024019,0.005911,0.009098,0.454926,0.463937,0.452436,0.498161,0.474577,0.468814
0.629577,0.637744,0.620299,0.017989,0.024682,0.028987,0.613386,0.615530,0.594211,0.645767,0.659958,0.646388
0.767951,0.773018,0.760373,0.032384,0.010591,0.014366,0.738805,0.763485,0.747444,0.797096,0.782550,0.773302
