0.979993,0.701190,0.724569,0.099037,0.109570,0.096924,0.890859,0.602576,0.637337,1.069126,0.799803,0.811801
0.911328,0.737831,0.706262,0.015472,0.027704,0.029739,0.897402,0.712898,0.679496,0.925253,0.762765,0.733027
0.752477,0.713431,0.603532,0.005619,0.015959,0.018225,0.747420,0.699068,0.587129,0.757534,0.727795,0.619934
0.388401,0.394047,0.363051,0.021041,0.039753,0.028326,0.369464,0.358269,0.337557,0.407338,0.429824,0.388544
0.319001,0.381754,0.346478,0.001366,0.012615,0.005438,0.317771,0.370400,0.341584,0.320230,0.393107,0.351372
0.263390,0.380986,0.299805,0.007640,0.006078,0.013518,0.256514,0.375516,0.287638,0.270266,0.386456,0.311971
-0.105129,-0.041403,-0.001854,0.023263,0.059555,0.031459,-0.126066,-0.095002,-0.030167,-0.084193,0.012196,0.026459
0.255337,0.343889,0.299776,0.039087,0.027575,0.044150,0.220158,0.319071,0.260041,0.290515,0.368706,0.339511
0.528246,0.605658,0.524980,0.021615,0.031797,0.054510,0.508793,0.577040,0.475921,0.547700,0.634275,0.574039
0.509910,0.611348,0.496298,0.009803,0.016721,0.027851,0.501087,0.596299,0.471232,0.518733,0.626397,0.521364
0.846606,0.886746,0.757938,0.036299,0.049806,0.059490,0.813937,0.841921,0.704396,0.879274,0.931571,0.811479
0.934847,0.938574,0.778387,0.015219,0.028031,0.038742,0.921150,0.913346,0.743519,0.948545,0.963801,0.813255
2.154837,2.043497,1.944266,0.112908,0.140995,0.139102,2.053220,1.916602,1.819074,2.256454,2.170392,2.069458
1.247316,1.046348,0.902741,0.040223,0.070414,0.042417,1.211115,0.982976,0.864565,1.283517,1.109721,0.940916
1.222443,1.066233,0.867194,0.021633,0.033927,0.024598,1.202973,1.035699,0.845056,1.241913,1.096767,0.889332
0.756310,0.670850,0.572129,0.021156,0.057578,0.045391,0.737269,0.619030,0.531278,0.775350,0.722670,0.612981
0.357914,0.327164,0.292433,0.020051,0.050197,0.036446,0.339869,0.281987,0.259631,0.375960,0.372342,0.325235
0.146894,0.190617,0.164203,0.013062,0.038238,0.008241,0.135138,0.156203,0.156787,0.158649,0.225032,0.171620
0.913287,0.900632,0.820785,0.074727,0.070792,0.095245,0.846033,0.836919,0.735065,0.980541,0.964345,0.906505
1.070257,1.018705,0.889165,0.033123,0.016534,0.029138,1.040447,1.003824,0.862940,1.100067,1.033585,0.915389
0.815772,0.714351,0.620784,0.028145,0.040027,0.040759,0.790441,0.678326,0.584101,0.841103,0.750375,0.657467
1.418948,1.327740,1.186246,0.028189,0.027144,0.015910,1.393577,1.303311,1.171927,1.444318,1.352170,1.200565
1.298221,1.148481,0.995059,0.008445,0.014605,0.031559,1.290620,1.135337,0.966656,1.305822,1.161625,1.023462
0.750135,0.598194,0.599499,0.061791,0.063183,0.088546,0.694523,0.541329,0.519807,0.805748,0.655058,0.679191
1.281952,1.185275,1.126569,0.066230,0.054259,0.047020,1.222345,1.136442,1.084252,1.341559,1.234108,1.168887
1.314672,1.251779,1.144385,0.029930,0.015223,0.006078,1.287735,1.238078,1.138914,1.341609,1.265479,1.149855
0.687447,0.595220,0.602392,0.050681,0.065501,0.069662,0.641834,0.536269,0.539696,0.733060,0.654171,0.665088
0.871184,0.844356,0.756526,0.024333,0.010260,0.001267,0.849284,0.835121,0.755386,0.893084,0.853590,0.757666
0.667051,0.677760,0.570893,0.013095,0.021886,0.016345,0.655266,0.658063,0.556182,0.678836,0.697458,0.585603
0.736851,0.758168,0.626364,0.012907,0.002491,0.001943,0.725235,0.755926,0.624616,0.748468,0.760410,0.628113
0.821182,0.825486,0.706679,0.021760,0.000424,0.002318,0.801598,0.825104,0.704593,0.840766,0.825867,0.708765
